,addr,loc,d_hub
9022,"SEEMA CHOUDHARY 2564 (CO CHOUDHARY)RAM NAGAR, NEAR BHUTESHWAR - GURGAON","[28.45938951,77.01679147]",b1b3de810f1d46619cd868a470ab831c
9023,"H. No A-58, ITM Enclave Palam Vihar Extn,Gurgaon, Prakash Pandit Ji (9811419734) - - Gurgaon","[28.51145166666667,77.042545]",a67a898ec4f4482bb79ee39293c330e9
9024,RAHUL PANDEY SHANTI NAGAR 681 NONE - - GURGAON,"[28.4521506,77.0229885]",b1b3de810f1d46619cd868a470ab831c
9025,g -187palam vihar - - - gurgaon,"[28.5057336,77.0286302]",b1b3de810f1d46619cd868a470ab831c
9026,"B9204,tulip violet,Sohna road - - - GURUGRAM","[28.39335044,77.03122924]",be7261b61da149aa805e10f395c46ed3
9027,SANDEEPMEHTA TH-ATOWER7BELLEVUECENTRALPARK- 2NEA RSUBASHCHOWKSECTSECTOR48 - GURUGRAM,"[28.4225392,77.0354882]",be7261b61da149aa805e10f395c46ed3
9028,"AKSHAY DAHIYA ROOM 205, 1585 ROYAL RESIDENC Y PG OPPOSITE SESSION HOUSE - GURGAON","[28.4602374,77.034011]",b1b3de810f1d46619cd868a470ab831c
9029,"Kanika Goyal House N0-830, Near ITM College, Secto or-23a,, Cartarpuri Alias Daulatpur Nasirabad (63 urgaon, Haryana) Gurgaon- 122017 .. gurgaon, Hary - Gurgaon","[28.5046747,77.0469116]",b1b3de810f1d46619cd868a470ab831c
9030,"Kanika Goyal House N0-830, Near ITM College, Secto or-23a,, Cartarpuri Alias Daulatpur Nasirabad (63 urgaon, Haryana) Gurgaon- 122017 .. gurgaon, Hary - Gurgaon","[28.500153,77.0483509]",b1b3de810f1d46619cd868a470ab831c
9031,"Kanika Goyal House N0-830, Near ITM College, Secto or-23a,, Cartarpuri Alias Daulatpur Nasirabad (63 urgaon, Haryana) Gurgaon- 122017 .. gurgaon, Hary - Gurgaon","[28.504502442665398,77.04591088928282]",b1b3de810f1d46619cd868a470ab831c
9032,"Kanika Goyal House N0-830, Near ITM College, Secto or-23a,, Cartarpuri Alias Daulatpur Nasirabad (63 urgaon, Haryana) Gurgaon- 122017 .. gurgaon, Hary - Gurgaon","[28.504494127272558,77.04594433692833]",b1b3de810f1d46619cd868a470ab831c
9033,NITIN KAUL KAUL 3058B SEC 23 - - GURGAON,"[28.4858537,77.0195089]",b1b3de810f1d46619cd868a470ab831c
9034,"5101Ashok puri, new railway road - - - GURUGRAM","[28.4711619,77.0218454]",b1b3de810f1d46619cd868a470ab831c
9035,"ANTHONY KIRAN KUMAR D1435FIRST FLOOR, DLF EXCLUSIVE FLOORS,DLF PHASE - GURUGRAM","[28.4517527,77.0934512]",48b6dba5107b422fb17325c85021dd4f
9036,SANJAY GUPTA HOUSE NO. 247 SECTOR 4 URBAN ESTATE GURGAON NEAR BLUE - GURGAON,"[28.4790641,77.0108801]",b1b3de810f1d46619cd868a470ab831c
9037,"K-701 JMD garden near Subhash ChaukSector 33, Gurg aon - - GURUGRAM","[28.4312264,77.0337431]",be7261b61da149aa805e10f395c46ed3
9038,"NONE H.NO3122NDFLOORSECTOR10,BEHIND CIVILHOSPITAL - GURGAON","[28.45493333333333,76.99788666666667]",b1b3de810f1d46619cd868a470ab831c
9039,"Tower 18, Flat 303, Orchid Petal, Sector 49, Near Omaxe City Center, Gurgaon South City II, - - -","[28.4151659,77.0456813]",be7261b61da149aa805e10f395c46ed3
9040,"SANJEEV 25121,LANE NO4MADANPURI - - GURGAON","[28.4619463,77.0155014]",b1b3de810f1d46619cd868a470ab831c
9041,"5th Floor, Smartworks,Parasdowntown center, Sector 53,Golf course road, DLF phase 5, Gurgaon - - Gurgaon","[28.499176666666667,77.04845833333334]",48b6dba5107b422fb17325c85021dd4f
9042,"303 Tower 3 CHD Avenue 71 sector 71,Sohna road, So hna road, - - -","[28.4158986,77.0269531]",be7261b61da149aa805e10f395c46ed3
9043,"303 Tower 3 CHD Avenue 71 sector 71,Sohna road, So hna road, - - -","[28.4159448,77.0270114]",be7261b61da149aa805e10f395c46ed3
9044,VANITHASINGH 1607BMAGNOLIASDLFGOLFLINKSGOLF COUR SEROADDLF5 - GURGAON,"[28.457681666666666,77.09636833333334]",48b6dba5107b422fb17325c85021dd4f
9045,"Sector 17A H.no. 287 Near mother dairy main market , Sector 17 A Gurgaon, - - Gurgaon,","[28.48596685,77.01936007]",b1b3de810f1d46619cd868a470ab831c
9046,"MANISH SHARMA H.NO. - 2644 4 MARLA, LAXMI GARDAN ROAD - GURUGRAM","[28.453731666666666,77.01876999999999]",b1b3de810f1d46619cd868a470ab831c
9047,"DR. SHABNAM CHAUHAN SECTOR 14 JIVA AYURVEDA, H. NO. 977 (BASEMENT) - GURUGRAM","[28.47161546,77.049687]",b1b3de810f1d46619cd868a470ab831c
9048,"69831, 2nd floor, Gali No.4, Laxman vihar, Phase- Pickup address:-61231, Gali No.4, laxman vihar, N - - Gurgaon","[28.480389529632784,77.00882275251503]",b1b3de810f1d46619cd868a470ab831c
9049,"69831, 2nd floor, Gali No.4, Laxman vihar, Phase- Pickup address:-61231, Gali No.4, laxman vihar, N - - Gurgaon","[28.4804378,77.0087099]",b1b3de810f1d46619cd868a470ab831c
9050,ANSHU M 6 NEW PALAM VIHAR PHASE 1 - - GURUGRAM,"[28.518509943969548,77.03657110221684]",a67a898ec4f4482bb79ee39293c330e9
9051,"H.No. 49, Near Shakti Mandir,, Sector 23 Sector 23 - Gurgaon","[28.4979017,77.0221657]",b1b3de810f1d46619cd868a470ab831c
9052,PANKAJ KUMAR 2067  SECTOR 4 - - GURGAON,"[28.4748056,77.0084764]",b1b3de810f1d46619cd868a470ab831c
9053,PANKAJ KUMAR 2067  SECTOR 4 - - GURGAON,"[28.472278333333332,77.00818833333332]",b1b3de810f1d46619cd868a470ab831c
9054,UMA SHANKAR JOSHI MARUTI SUZUKI INDIA LTD OLD PALAM GURGAON ROAD - GURGAON,"[28.49732605,77.06268541]",a67a898ec4f4482bb79ee39293c330e9
9055,"Sandstone crest, opp park plaza hotel, Sushant Lok -1,  Gurugram Haryana, 122009, Galleria DLF-IV - - Gurgaon","[28.458887,77.0758617]",48b6dba5107b422fb17325c85021dd4f
9056,"SHALINI JAIN JEMMA BLOCK,EMRALD HILLS J-65, 2ND FLOOR,GOLD COURSE - GURGAON","[28.41357899,77.07204158]",be7261b61da149aa805e10f395c46ed3
9057,"ANUJ SHARMA BPTP CREST, PLOT NO. 15, UDYOG VIHAR, PHASE IV DELOITT - GURGAON","[28.489688728004694,77.07944244146347]",b1b3de810f1d46619cd868a470ab831c
9058,"1101 Avalon Heights Anna C. G. H. S. Ltd., Plot No Sector 47, Gurgaon - - GURGAON","[28.4285816,77.0419031]",be7261b61da149aa805e10f395c46ed3
9059,"53521 , Gali No. 6, First FloorOm Nagar , - - - GURGAON","[28.44962045,77.02099449]",b1b3de810f1d46619cd868a470ab831c
9060,MAYANKKAMBOJ 68531GALINO4LAXMANVIHARPHASE2 - - GURUGRAM,"[28.480667,77.0086722]",b1b3de810f1d46619cd868a470ab831c
9061,571A FIRST FLOOR C BLOCK SUSHANT LO - Gurugram - Gurugram,"[28.447330000000004,77.09977166666665]",48b6dba5107b422fb17325c85021dd4f
9062,"VISHAL BAJAJ 1903 G ABHIVADAN PG, NEAR CHAUDHARY TENT HOUSE RAJIV - GURGAON","[28.47685757,77.03782682]",b1b3de810f1d46619cd868a470ab831c
9063,"H.NO 68,Sector 17A - - - GURUGRAM","[28.47705066204071,77.05715596675873]",b1b3de810f1d46619cd868a470ab831c
9064,"H.NO 68,Sector 17A - - - GURUGRAM","[28.4771241,77.0572655]",b1b3de810f1d46619cd868a470ab831c
9065,"Flat no. B1102, Urja Towers, sector 47Sector 47 - - - GURUGRAM","[28.4295355,77.0434389]",be7261b61da149aa805e10f395c46ed3
9066,LILY GOEL H NO 534 5 PATEL NAGAR - - GURGAON,"[28.458896666666668,77.03771499999999]",a67a898ec4f4482bb79ee39293c330e9
9067,"C-36 SUSHANT LOK PHASE 1, . C-36 SUSHANT LOK PHASE 1, . - - GURGAON","[28.458897471427917,77.07807183265686]",48b6dba5107b422fb17325c85021dd4f
9068,387 street no 7 arjun nagar sector 8 gurugram hara - - - Gurgaon,"[28.45913979,77.01982424]",a67a898ec4f4482bb79ee39293c330e9
9069,230sector 23 Ist floor - - - GURGAON,"[28.50917521,77.05259509]",a67a898ec4f4482bb79ee39293c330e9
9070,H. No. 14Hari Nagar - - - GURUGRAM,"[28.4434039,77.0169713]",b1b3de810f1d46619cd868a470ab831c
9071,"Tower 4 flat 1102 orchid petals sohna road ,near o maxe mall sec 49, Sohna road sec 49 Gurgaon Gurgaon - Gurgaon","[28.4134008,77.0469616]",be7261b61da149aa805e10f395c46ed3
9072,"LTH 110-A, The Laburnum, Block A, Sushant Lok 1 - - - Gurgaon","[28.47003666666667,77.08111166666666]",48b6dba5107b422fb17325c85021dd4f
9073,5B tower 19 Central Park resorts Near Subhash chowk - - Gurgaon,"[28.48666043,77.06267586]",48b6dba5107b422fb17325c85021dd4f
9074,RATIKACHANDNA HOUSENO759SECTOR14NEAROMSWEETS GURG AON - GURUGRAM,"[28.47449175,77.04907011]",b1b3de810f1d46619cd868a470ab831c
9075,"NEHA AWASTHI A-201, URJA TOWERGH-8, SECTOR- 47 - GURUGRAM","[28.4294559,77.0429522]",be7261b61da149aa805e10f395c46ed3
9076,P-10M-100DC-Y SP INFOCITY  PLOT NO. 243 UDYOG VIHAR PHASE 1 - GURGAON,"[28.51366952061653,77.08685615099967]",b1b3de810f1d46619cd868a470ab831c
9077,"2nd floor,H.no.631SECTOR 10A - - - GURGAON","[28.44337284564972,77.00543224811554]",b1b3de810f1d46619cd868a470ab831c
9078,VIJAYKUMAR 12353GAALINUMBER05EASTRAJIVNAG AR - GURUGRAM,"[28.474003672599792,77.03657805919647]",b1b3de810f1d46619cd868a470ab831c
9079,"A403-404, 4THFLOOR, CIBC,Spazedge Building, Big Ba zzar,SEC-47, S0hna Road, Gurgaon 122002,Haryana,,  - - -","[28.420568704605103,77.03958213329315]",be7261b61da149aa805e10f395c46ed3
9080,"NEXT DOOR LEARNING SOLUTIONS PVT LTD PLOT NO. 337, FIRST FLOORUDYOG VIHAR, PHASE-2 - GURGAON","[28.50616675,77.08596509]",48b6dba5107b422fb17325c85021dd4f
9081,H.no. 1060Sector 10A - - - GURUGRAM,"[28.446702305227518,77.0070643723011]",b1b3de810f1d46619cd868a470ab831c
9082,"House No 598, SECTOR 23Gate no. 3, Behind Sector 2 3 MARKET - - GURUGRAM","[28.51150663,77.04488623]",b1b3de810f1d46619cd868a470ab831c
9083,"47028 street no 8 , jyoti park, - - - -","[28.46262741,77.01105206]",b1b3de810f1d46619cd868a470ab831c
9084,"701 ,T-12 ,valley View Estate , gwal pahari, gurga on faridabad road, Gwal Pahari, - - -","[28.4365895,77.1362055]",48b6dba5107b422fb17325c85021dd4f
9085,TARUN YADAV B 82 ROSE WOOD CITY SEC 49 GURGAON MCDONALD - GURGAON,"[28.408771587818727,77.0534963446918]",be7261b61da149aa805e10f395c46ed3
9086,HOUSE NO 1185  FIRST FLOOR  BLOCK C2 PALAM VIHAR Palam Vihar Gurugram Palam Vihar Gurugram - GURGAON,"[28.48590208,77.01939272]",b1b3de810f1d46619cd868a470ab831c
9087,"h.no. 1494 gali no. 21D,surat nagar phase2 near su render tent House Haryana - Gurgaon","[28.495333730243146,77.01160409487784]",b1b3de810f1d46619cd868a470ab831c
9088,C 1004  Awho apartments   Sisp pal Vihar  sector 49- - - Gurgaon,"[28.4154364,77.0431597]",be7261b61da149aa805e10f395c46ed3
9089,POOJASRI HOUSENO767SEC22B - - GURUGRAM,"[28.50751662,77.0670698]",b1b3de810f1d46619cd868a470ab831c
9090,J 002 park view city  1 Sector 48 Sohna Road J 002 park view city  1 Sector 48 Sohna Road - - Gurgaon,"[28.415103324760913,77.03440819240271]",be7261b61da149aa805e10f395c46ed3
9091,"CHANDAN KUMAR SCO6&7,OLD JUDICIAL COMPLEX, CIVIL LINES, SECTOR -15SECTOR - GURGAON","[28.4588465,77.0344526]",b1b3de810f1d46619cd868a470ab831c
9092,PRIYA YADAV HOUSE NO 542 SECTOR 22-A GURGAON - GURUGRAM,"[28.5071203,77.0616442]",b1b3de810f1d46619cd868a470ab831c
9093,"Sai Aqua Worldhno-866,Sec-7 Ext Tel:9911182965 - - - Gurgaon","[28.4670873,77.00765162]",a67a898ec4f4482bb79ee39293c330e9
9094,"Sai Aqua Worldhno-866,Sec-7 Ext Tel:9911182965 - - - Gurgaon","[28.46707916,77.00764808]",a67a898ec4f4482bb79ee39293c330e9
9095,2502 Vipul Belmonte golf course roadSector 53 - - - GURUGRAM,"[28.499131675630164,77.04828462341861]",48b6dba5107b422fb17325c85021dd4f
9096,R-134new palam vihar gurgaon  Sector 109  GUR - Gurugram - Gurugram,"[28.510135,77.01072666666667]",b1b3de810f1d46619cd868a470ab831c
9097,"Flat 606, Tower C, Emaar Emerald Estate, Sector 65 , Emaar emerald estate sector 65 gurgaon - - Gurgaon","[28.3979165,77.0736167]",be7261b61da149aa805e10f395c46ed3
9098,C - 082 Westend HeightsDLF city Phase - 5 N.A - - Gurgaon,"[28.45004333333333,77.08767833333333]",48b6dba5107b422fb17325c85021dd4f
9099,"Silver ton towers, Golf Coarse Extension Road, 2 F Next to Nirvana County - - Gurgaon","[28.408595323562622,77.06253111362457]",be7261b61da149aa805e10f395c46ed3
9100,"h.no 2 huda complex , sector 14 Akd tower - - gurugram","[28.4769296,77.0463492]",b1b3de810f1d46619cd868a470ab831c
9101,185 sector 7 gurgaonSector 7 - Gurugram - Gurugram,"[28.47271771,77.01688837]",b1b3de810f1d46619cd868a470ab831c
9102,"House No 1002, Sector:14 Near motorola building - - Gurgaon","[28.455689549446106,77.03877210617065]",b1b3de810f1d46619cd868a470ab831c
9103,"NEHA MANHAS HNO. 692 SECOND FLOOR H BLOCK , NEAR SANGAM SWEETS PALAM - GURGAON","[28.4859456,77.0194872]",b1b3de810f1d46619cd868a470ab831c
9104,"CO VED PRAKASH DAHIYADAHIYA GALI , SUKHRALI, GURU GRAM SECTOR 17 - - GURUGRAM","[28.4758048,77.057744]",b1b3de810f1d46619cd868a470ab831c
9105,"MANISHA MALHOTRA B-64,  DLF PINNACLE, GOLF COURSE ROAD  DLF PHASE 5 - GURUGRAM","[28.4506043,77.095648]",48b6dba5107b422fb17325c85021dd4f
9106,"1504, jacum puraNear gupta hospital - - - Gurgaon","[28.46406302,77.026421]",b1b3de810f1d46619cd868a470ab831c
9107,"NEHA MEHNDIRATTA ARVATO BERTELSMANN PLOT NUMBER 444, UDYOG VIHAR - GURGAON","[28.50156240630895,77.08662061952055]",b1b3de810f1d46619cd868a470ab831c
9108,"house number 302,sector 5 near mothers pride school - - Gurugram","[28.482006666666667,77.01911166666667]",a67a898ec4f4482bb79ee39293c330e9
9109,"441 sector 7, urban estate Near Arya Public School , opp. Kataria Market, Urban Estate  (Gurgaon), - - Gurgaon,","[28.4698017,77.00968871]",b1b3de810f1d46619cd868a470ab831c
9110,"H-NO-377 VILL-AMBEDKAR NAGAR GALI NO-7 SEC-9 DIST -Gurgaon, Sector 9, ESI GOVT  HOSPITAL ADITTYA COM PLAX - -","[28.46481942,77.00173145]",b1b3de810f1d46619cd868a470ab831c
9111,"RAVINDER SINGH 4048P, SECTOR 23-A - - GURGAON","[28.5159948,77.0379159]",b1b3de810f1d46619cd868a470ab831c
9112,"104, q blockSouth city 1 - - - GURGAON","[28.49926621,77.04822554]",48b6dba5107b422fb17325c85021dd4f
9113,A 405 Victory ValleySector 67 - - - GURUGRAM,"[28.3915266,77.0651969]",be7261b61da149aa805e10f395c46ed3
9114,"JAYA AGARWAL CW 44 GROUND FLOORMALIBU TOWNE, SOHNA ROAD - GURGAON","[28.426056504249573,77.05069720745087]",be7261b61da149aa805e10f395c46ed3
9115,KARTESH KUMAR DONNA APPAREL PVT LTD  PHASE 1 UDYOG VIHAR - GURGAON,"[28.5106856,77.0870999]",b1b3de810f1d46619cd868a470ab831c
9116,"H.NO.-165731LAXMAN VIHAR, PHASE-II, - - - GURUGRAM","[28.4881444,77.0099959]",b1b3de810f1d46619cd868a470ab831c
9117,"RAJ KUMAR ARICENT, TOWER 4 UNITECH INFO SPACE SECTOR 48 NEAR SUBHASH - GURUGRAM","[28.42694333333333,77.03236833333334]",48b6dba5107b422fb17325c85021dd4f
9118,"HOUSE NO. -1711,housing board colony,, SECTOR 10 A ,, LANDMARK- NEAR GREEN ROOT PUBLIC SCHOOL, ,Gurga on,Haryana-122001rajni - -","[28.4495592,77.004249]",b1b3de810f1d46619cd868a470ab831c
9119,"PRITI SEHGAL A404  CENTRAL PARK 1, SEC 42, GOLF COURSE ROAD - GURUGRAM","[28.446183333333337,77.09994499999999]",48b6dba5107b422fb17325c85021dd4f
9120,"house no. 1069 sector 9A near Esic hospital,gurugr am Haryana - Gurgaon","[28.47007702,77.00190898]",b1b3de810f1d46619cd868a470ab831c
9121,MANISHHAZELA C-405TOWERCMAHINDRAAURAVILLAGE CHOU MASECTOR-110ANEWPALMAVIHA - GURUGRAM,"[28.5120218,77.0278112]",b1b3de810f1d46619cd868a470ab831c
9122,"658-A, Street No. 9 , Krishna Colony - - - GURGAON","[28.467901666666663,77.01068833333333]",b1b3de810f1d46619cd868a470ab831c
9123,Block V House # 146A New Pa - Gurugram - Gurugram,"[28.504661321640015,77.01499700546265]",a67a898ec4f4482bb79ee39293c330e9
9124,RIYASINGH 722SECTOR23 - - GURUGRAM,"[28.51002627,77.04302308]",b1b3de810f1d46619cd868a470ab831c
9125,"H.no. 1165, near mauji wala kuanNear Fire statatio n Tel:9728488343 - - Gurgaon","[28.48035294,77.01293693]",b1b3de810f1d46619cd868a470ab831c
9126,"House No 1162 Sector 4,Near Sector 4 Main Market, sector 4 - - -","[28.4766856,77.0087774]",b1b3de810f1d46619cd868a470ab831c
9127,"TANU SHARMA A6802TULIP WHITE,SEC-69,SOHNA ROAD, - GURGAON","[28.41511845588684,77.03488290309906]",be7261b61da149aa805e10f395c46ed3
9128,SHEKHAR 3714 SECTOR 23MAIN ROAD - - GURGAON,"[28.497914999999995,77.02233500000001]",b1b3de810f1d46619cd868a470ab831c
9129,"548 , model townModel town - - - GURUGRAM","[28.45506252,77.01988139]",b1b3de810f1d46619cd868a470ab831c
9130,"HNo. 85422, Gandhi Nagar, Opp . Sector 10-A, Near Kadipur Co mmunity Center, Gurgaon - Gurgaon","[28.448667526245117,77.00714349746704]",b1b3de810f1d46619cd868a470ab831c
9131,CDT-1-ORANGE H.NO 1076 TOP FLOOR  SECTOR 22-B  NEAR MULAHERA GOVT - GURGAON,"[28.5091914,77.0645751]",b1b3de810f1d46619cd868a470ab831c
9132,"H.No. 7625 Patel Nagar, Neel Gagan Middle SchoolS treet No. 2 - - GURUGRAM","[28.46039166666667,77.03645666666667]",b1b3de810f1d46619cd868a470ab831c
9133,"650,sector 5, near community center, Sector 5 - - - Gurgaon","[28.480334850760357,77.02260891780831]",b1b3de810f1d46619cd868a470ab831c
9134,"House no 193, Sector 22 - - - -","[28.503471636213362,77.06310368143022]",b1b3de810f1d46619cd868a470ab831c
9135,"Shubham housing finance425 jwala Mill road , udyog  vihar phase - IV, - - GURUGRAM","[28.499695588834584,77.0770644955337]",b1b3de810f1d46619cd868a470ab831c
9136,kendriya vihar c-97 sector 56 gur - Gurgaon - Gurgaon,"[28.48670604,77.06249533]",48b6dba5107b422fb17325c85021dd4f
9137,Sarswati encalev gali no 4 House no D74 kadipurNis ant dharm kata - - GURUGRAM,"[28.446490662172437,76.99437718838453]",b1b3de810f1d46619cd868a470ab831c
9138,"WW 47L, 2nd floor, Malibu TowneSohna Road - - - GURGAON","[28.42583656311035,77.04849243164062]",be7261b61da149aa805e10f395c46ed3
9139,"U2opia Mobile3rd floor, JMD MEGAPOLIS - - - GURGAON","[28.41914713382721,77.03817665576935]",be7261b61da149aa805e10f395c46ed3
9140,"ASHOK KUMAR HOUSE NO. 146, SECTOR-10A - - GURGAON","[28.44161,77.00370500000001]",b1b3de810f1d46619cd868a470ab831c
9141,EJ-XT11-B BIRD INFORMATION SYTEMS 422 UDYOG VIHAR PHASE 3 - GURGAON,"[28.510589003562927,77.09092497825623]",b1b3de810f1d46619cd868a470ab831c
9142,"plot 247,udyog vihar phase 4 Gurgaon Haryana - Gurgaon","[28.49771995,77.08175652]",48b6dba5107b422fb17325c85021dd4f
9143,"House No- 21, Room No.-405, Purav place , Sector - 52Wazirabaad - - GURUGRAM","[28.4865608,77.0626641]",48b6dba5107b422fb17325c85021dd4f
9144,"H. No. 1B, Tower 16, Central Park Resorts, Sector 48, Sohna Road, Next to Subash Chowk, Gurgaon - - -","[28.425262570381165,77.03541934490204]",be7261b61da149aa805e10f395c46ed3
9145,"SCO-21, First Floor, Old Delhi Gurgaon Road,Sector  14, Above Karnataka Bank - - GURUGRAM","[28.4761779,77.0451125]",b1b3de810f1d46619cd868a470ab831c
9146,"BISHWAJIT SAHU PLOT  # 570, UDYOG VIHAR PH 5OPP. HEAD POST OFFICE - GURGAON","[28.4970817,77.0850153]",b1b3de810f1d46619cd868a470ab831c
9147,"house no - 2 , streetnop - 7 , west rejib nagar  - GurugramIslampur Village Sector 38 GurugramIslampur Village Sector 38 - GURGAON","[28.474664999999998,77.034205]",b1b3de810f1d46619cd868a470ab831c
9148,"DHRUV ISHPUNIANI T1-2B, CENTRAL PARK 2SECTOR 48 - - GURUGRAM","[28.422693014144897,77.0328015089035]",be7261b61da149aa805e10f395c46ed3
9149,"ATUL GUPTA ATUL GUPTA 518, SECTOR-14, GURGAON NONE - GURGAON","[28.474974632263184,77.04594433307648]",b1b3de810f1d46619cd868a470ab831c
9150,"ATUL GUPTA ATUL GUPTA 518, SECTOR-14, GURGAON NONE - GURGAON","[28.475316666666664,77.045185]",b1b3de810f1d46619cd868a470ab831c
9151,"H.No. 1632P, 2nd Floor,Near yadav Hospital, Sector 10A Haryana - Gurgaon","[28.44296124,77.00188477]",b1b3de810f1d46619cd868a470ab831c
9152,"SANDEEP YADAV 46, ELECTRICITY DEPTT COLONYJ HARSA ROAD, NEAR JYOTI HOSPITA - GURUGRAM","[28.48596878,77.01924223]",b1b3de810f1d46619cd868a470ab831c
9153,C12947Sushant lok 1 - - - GURGAON,"[28.486460000000005,77.06254833333334]",48b6dba5107b422fb17325c85021dd4f
9154,MANISHA CHAUHAN HOUSE NO 52 GALI NO 2 D BLOCKSHEETLA COLONY - GURGAON,"[28.47922411,77.00653044]",b1b3de810f1d46619cd868a470ab831c
9155,"LT PVT. LTD. ,Plot no. 54A, 2nd FloorVM Tower, Se ctor 18 - - GURGAON","[28.4879037,77.0646724]",48b6dba5107b422fb17325c85021dd4f
9156,Flat No E-503Mahindra aura lifespace - - - GURUGRAM,"[28.5124049,77.0283977]",b1b3de810f1d46619cd868a470ab831c
9157,"MANOJ AHUJA AHUJA 41 HIG HOUSING BOARD COLONY, SECTOR 7 EXT., GURGAON - HARYANA","[28.46450458,77.00724934]",b1b3de810f1d46619cd868a470ab831c
9158,"JYOTI KUMARI 510,ASHOK PURI,,NEAR BAGGA, TRADERS,NEW RAILWAY ROAD, - GURGAON","[28.4717973,77.0221736]",b1b3de810f1d46619cd868a470ab831c
9159,UMANG GANDHAR 84228 JYOTI PARK LANE11 GURGAON AFTER 4PM - GURGAON,"[28.46092789,77.01127708]",b1b3de810f1d46619cd868a470ab831c
9160,"Inspop.com Limited, 6 Unit 2, Level 4, Unitech Inf IT-ITES SEZ, Sector 21, Dundahera, - - GURGAON","[28.51016631,77.07355913]",b1b3de810f1d46619cd868a470ab831c
9161,"Noika building ,Citi Bank, 5th floor, tower-A, plot no-243,S P infocity, phase-1,udyog viha - Gurgaon","[28.51350988727063,77.08690535277128]",a67a898ec4f4482bb79ee39293c330e9
9162,"HOUSE NO.54721, OM NAGARHARYA NA122001 - - HARYANA","[28.4505914,77.0201949]",b1b3de810f1d46619cd868a470ab831c
9163,"KRYPTO SALES C-80, 2ND FLOOR, PALAM VYAPAR KENDRA  PALAM VIHAR - GURUGRAM","[28.50786869,77.0315168]",b1b3de810f1d46619cd868a470ab831c
9164,"KRYPTO SALES C-80, 2ND FLOOR, PALAM VYAPAR KENDRA  PALAM VIHAR - GURUGRAM","[28.5079618,77.03146822]",b1b3de810f1d46619cd868a470ab831c
9165,NONE 2076SECTOR10ARAJISTHANICOLONYN EARDAVPUBLICSCHOOLSUNRISELIFEC - GURGAON,"[28.444609999999997,77.01198666666666]",b1b3de810f1d46619cd868a470ab831c
9166,"H No 593C, first floor, H block, Palam Vihar Gurug ramOpposite Cosmos Executive Apartments Tel:813082 7955 - GURUGRAM","[28.51424438,77.03721562]",b1b3de810f1d46619cd868a470ab831c
9167,"PROBIR DAS 1801-1901, TOWER 6, UNIWORLD GARDENSSOHNA ROAD - GURUGRAM","[28.4259273,77.0407286]",48b6dba5107b422fb17325c85021dd4f
9168,FLAT NO.C7 306 PWO NEAR-HUDDA METRO STATION SEC-43 - - - -,"[28.4585097,77.0738947]",48b6dba5107b422fb17325c85021dd4f
9169,"NEHA SETHI 3797 PRATAP NAGAR, GURGAONGUR GAON - GURUGRAM","[28.4619351,77.0213876]",b1b3de810f1d46619cd868a470ab831c
9170,H. No. 259A28Street no 6 Jyoti Park - - - GURGAON,"[28.461912274360657,77.01346278190613]",b1b3de810f1d46619cd868a470ab831c
9171,XYD-NK-HD-ZT-X5 3171  LAJPAT NAGAR STREET NO 2 - GURGAON,"[28.46718033,77.02868567]",b1b3de810f1d46619cd868a470ab831c
9172,"2nd floor, Veritas Building, Behind Ibis Hotel, Se Golf Course Road. - - GURUGRAM","[28.445970000000003,77.09831333333334]",48b6dba5107b422fb17325c85021dd4f
9173,"HNO -B47,INFRONT OF POLICE CHOWKI NR SHRI KRISHANA HOSPITAL SURYA VIHAR GURGOAN, Sector 4 Gurgaon,Ha ryana-122001, Sector 4, SHR - Gurgaon","[28.47349494,77.0026603]",b1b3de810f1d46619cd868a470ab831c
9174,"T14- Flat 0802, CHD Avenue 71Sector 71 - - - GURUGRAM","[28.4220751,77.0379574]",be7261b61da149aa805e10f395c46ed3
9175,CZ-F-GKXYD-W HOUSE NO. 760 SECTOR 4 URBAN ESTATE  NEAR MARU MAL PUBLIC - GURGAON,"[28.47481524,77.01205664]",a67a898ec4f4482bb79ee39293c330e9
9176,"DR SMITHA MATHEWS J-08, GROUND FLOOR, JEMMA, EMAAR EMERALD FLOORS,,SECTOR- - GURGAON","[28.4024606,77.0514972]",be7261b61da149aa805e10f395c46ed3
9177,"DR SMITHA MATHEWS J-08, GROUND FLOOR, JEMMA, EMAAR EMERALD FLOORS,,SECTOR- - GURGAON","[28.4035482,77.06776901]",be7261b61da149aa805e10f395c46ed3
9178,"PLOT NUMBER 78 A, Third Floor, SF 201,ASHOK VIHAR  PHASE 2, - - GURUGRAM","[28.4865135,77.0183948]",b1b3de810f1d46619cd868a470ab831c
9179,R 6108 DEVINEDR VIHARSECTOR 56 - - - GURUGRAM,"[28.42117725,77.09068489]",48b6dba5107b422fb17325c85021dd4f
9180,C126 mianwali colony gurgaon - - - GURGAON,"[28.4664529,77.0309883]",b1b3de810f1d46619cd868a470ab831c
9181,"HOUSE NO J 182  , NEW PALAM VIHAR , FACE 1 GURGAON Palam Vihar Gurugram Palam Vihar Gurugram - GURGAON","[28.505779999999998,77.01997833333333]",a67a898ec4f4482bb79ee39293c330e9
9182,"H NO 90 #x2F; 9 DEVILAL NAGAR ,NEAR HOUSING NY SECTOR 7 EXTENTION Haryana - Gurgaon","[28.462418605138687,77.00575793148542]",b1b3de810f1d46619cd868a470ab831c
