,addr,loc,d_hub
2950,b-168 chhatarpur extension chhattarpur new delhi delhi 110074 ,"[28.492702249581257,77.18086566579196]",POWERGRID
2951, 122413 ,"[28.27734693749897,76.90975019086235]",POWERGRID
2952,krishan kunj gali no 19 bhawashi block - b  122102 ,"[28.374832349863013,77.07813364369906]",POWERGRID
2953,salig ki dhani road sector 89 gurugram  122004 ,"[28.423334323401754,76.94630619575513]",POWERGRID
2954,tirupati office 7 nathupur road  dlf phase- iii dlf phase 3 sector 24 gurugram  122002 ,"[28.48455642166888,77.10712185631911]",POWERGRID
2955,mohammadpur-tauru rd mohammadpur ahir  122103 ,"[28.2758898269555,76.97313534470956]",POWERGRID
2956, sector 80 gurugram  122101 ,"[28.367738014844353,76.95519579905869]",POWERGRID
2957, anand gram ghitorni new delhi delhi 110070 ,"[28.489404750394385,77.12763428280715]",POWERGRID
2958,sohna rd sohna rural  122103 ,"[28.273405221989258,77.06962459809195]",POWERGRID
2959, jhuljhuli delhi 110073 ,"[28.54110448405317,76.90087142586977]",POWERGRID
2960,dwarka link rd pushpanjali farms new delhi delhi 110037 ,"[28.542685250966247,77.06596346904459]",POWERGRID
2961, garat pur bas  122102 ,"[28.326919334433086,77.00999275100139]",POWERGRID
2962, teekli tikli  122101 ,"[28.35516694738681,77.02778525816956]",POWERGRID
2963,selakhari  121004 ,"[28.362070518994887,77.20562130906286]",POWERGRID
2964, gurugram  122505 ,"[28.42971482422109,76.89367836337257]",POWERGRID
2965,201 espace nirvana country sector 50 gurugram  122018 ,"[28.4114275343136,77.06237464309673]",POWERGRID
2966, chhawla delhi 110071 ,"[28.56171064626101,77.02119333623719]",POWERGRID
2967, bhatti kalan new delhi delhi 110074 ,"[28.422620953013364,77.20499367537344]",POWERGRID
2968,sohna rd  122103 ,"[28.321230331765953,77.06799206925673]",POWERGRID
2969, bedhwaka  122102 ,"[28.263491671246236,77.17575607525116]",POWERGRID
2970,swatantrata senani rao kishan lal marg dauralla delhi  110073 ,"[28.51137937437579,76.89715207219206]",POWERGRID
2971,uer ii sector 24 dwarka chhawla delhi 110061 ,"[28.56255714322332,77.02320596357022]",POWERGRID
2972,b571 b571 vasant kunj enclave sector d vasant kunj new delhi delhi 110070 ,"[28.522233899408615,77.13276570618974]",POWERGRID
2973,a2 pachayan pana village chhawla delhi 110071 ,"[28.562777134451547,76.99991654364263]",POWERGRID
2974, nayagaon  122102 ,"[28.369583304533688,77.0824419278972]",POWERGRID
2975,dlf rd kumarikata imt manesar gurugram  122505 ,"[28.389827911951695,76.91291391058786]",POWERGRID
2976, begumpur khatola sector 73 gurugram  122004 ,"[28.413581395029528,77.016388478593]",POWERGRID
2977, budhera gurugram  122505 ,"[28.481078676310975,76.92441346956238]",POWERGRID
2978,near b-118 block b surya vihar sector 4 gurugram  122001 ,"[28.471886734179147,77.00198622931684]",POWERGRID
2979,summer sprint 2  122005 ,"[28.38656804713625,77.15039665749977]",POWERGRID
2980,western peripheral expy udepuri  122015 ,"[28.287639836382077,76.90875677443204]",POWERGRID
2981, mankrola gurugram  122006 ,"[28.50450637359284,76.9188631521147]",POWERGRID
2982, kothda jakhopur  122103 ,"[28.22331102831164,77.07626365169112]",POWERGRID
2983,western peripheral expy  122015 ,"[28.26940948038963,76.92617232709291]",POWERGRID
2984, wazirpur sector 95b gurugram  122505 ,"[28.425077561753188,76.91283212045347]",POWERGRID
2985, sector 8 dwarka dwarka new delhi delhi 110077 ,"[28.565216390403346,77.07470960438955]",POWERGRID
2986,western peripheral expy jhanjraula  122006 ,"[28.485375569929015,76.85284864839524]",POWERGRID
2987,damdama lake rd sohna rural  122102 ,"[28.25853271679801,77.08604820564666]",POWERGRID
2988,kh. no-372/374 mg road sultanpur opp. metro pillar no-pp11 & 11b new delhi delhi 110030 ,"[28.497888825254385,77.158340511118]",POWERGRID
2989,mayur kunj gali number 1 bhondsi shanti kunj  122102 ,"[28.36477208475992,77.07641959975912]",POWERGRID
2990,  122051 ,"[28.34240971258917,76.96997491491449]",POWERGRID
2991, garat pur bas  122101 ,"[28.35496249634454,77.01515450881516]",POWERGRID
2992,b-8 gali number 1 block b sheetla colony ashok vihar phase ii gurugram  122001 ,"[28.480561996745237,77.0304724751974]",POWERGRID
2993,damdama lake rd shahid smarak sohna  122102 ,"[28.259386194976145,77.07997137383056]",POWERGRID
2994,53/36 nh- 8 rajeev colony near foot over bridge gurugram  122001 ,"[28.447909837537477,77.02206110738146]",POWERGRID
2995, sector 107 gurugram  122505 ,"[28.50400072825531,76.97920042588773]",POWERGRID
2996, behlpa  122102 ,"[28.32816716213685,77.10796883898881]",POWERGRID
2997,jhamuwas rd jhamuwas  122015 ,"[28.23482312944483,76.93114650626961]",POWERGRID
2998,palm dr badshahpur sector 66 gurugram  122102 ,"[28.402148065140157,77.05124081459569]",POWERGRID
2999,dhoolsiras firni rd sector 24 dwarka dwarka delhi 110061 ,"[28.5573555216122,77.03442866128773]",POWERGRID
3000,golden greens golf cross rd  122103 ,"[28.367253097748815,77.00954954408013]",POWERGRID
3001, sabras  122015 ,"[28.27201014586957,76.95466723497347]",POWERGRID
3002,sector 90 road sector 91 gurugram  122051 ,"[28.40517217968212,76.92877651925141]",POWERGRID
3003, sector 28 dwarka dwarka new delhi delhi 110061 ,"[28.547200294662293,77.03574857399305]",POWERGRID
3004,348 sector 5 gurugram  122006 ,"[28.4819522318563,77.01762142418572]",POWERGRID
3005,jamalpur - fazalwas rd  122051 ,"[28.37469187958971,76.84244379330525]",POWERGRID
3006, sector 58 ghata  122102 ,"[28.415875488002985,77.10414764702122]",POWERGRID
3007,31 sector 20 dwarka dwarka new delhi delhi 110077 ,"[28.56611734005944,77.06216948898216]",POWERGRID
3008, gwaliar  122413 ,"[28.3076416860288,76.91108116985315]",POWERGRID
3009, pakhal gothda mohbtabad  121005 ,"[28.367367905667038,77.21108769726375]",POWERGRID
3010,darbaripur rd sector 75a gurugram  122004 ,"[28.38961964604856,77.00036831321911]",POWERGRID
3011,house no 7486 sector b pocket 10 vasant kunj new delhi delhi 110070 ,"[28.52504515006195,77.16466387390469]",POWERGRID
3012,1273-1280 pocket 1 sector d vasant kunj new delhi delhi 110070 ,"[28.508756696399374,77.16747466794082]",POWERGRID
3013,basai rd om nagar budhera gurugram  122006 ,"[28.47466392126351,76.92194438984109]",POWERGRID
3014,gurgaon farukh nagar rd sultanpur  122006 ,"[28.457305304984416,76.84432269986175]",POWERGRID
3015, sondh  122103 ,"[28.2653732460478,77.00462039977415]",POWERGRID
3016,uer ii bharthal new delhi delhi 110037 ,"[28.5448887189172,77.07259033679553]",POWERGRID
3017,mdr 133 selakhari  121005 ,"[28.353568179306784,77.20996321497637]",POWERGRID
3018, 122102 ,"[28.31198986055777,77.07605501824894]",POWERGRID
3019, palam farms new delhi delhi 110061 ,"[28.53008156039047,77.04535161807455]",POWERGRID
3020,logistics companycar carrierscarriers servicesshifting companyoffice shiftinghouseholdshiftingrelocation serviceslogistics servicesoffice relocationdomestic shifting serviceshome shifting servicesoffice shifting services sector 13 imt manesar gurugram  122052 ,"[28.38754126599172,76.90125811364588]",POWERGRID
3021,dada bhaiya rd rangpuri pahari rangpuri new delhi delhi 110076 ,"[28.533522207265282,77.12837648147969]",POWERGRID
3022,102/31 ward 30 block b rajendra park sector 105 gurugram  122006 ,"[28.49583592800881,77.00999210077596]",POWERGRID
3023,western peripheral expy gurugram  122506 ,"[28.414878844350024,76.86983553707466]",POWERGRID
3024,sh28  122102 ,"[28.242243610337265,77.04053787875402]",POWERGRID
3025, garat pur bas  122102 ,"[28.331346058571903,77.00423717488354]",POWERGRID
3026,hasanpur village road  122015 ,"[28.281036927272915,76.9349375842861]",POWERGRID
3027,summer sprint 2  122005 ,"[28.378943632802564,77.15203542141307]",POWERGRID
3028, gurugram  122052 ,"[28.379603613965546,76.94210725826457]",POWERGRID
3029,damdama lake rd rithoj  122102 ,"[28.340327080343446,77.10237118767535]",POWERGRID
3030,northern peripheral rd sai kunj block a sector 111 sector 110a gurugram delhi 122017 ,"[28.526102199480306,77.0338086251156]",POWERGRID
3031,m-4/5 m-4 mushedpur dlf phase 2 sector 25 gurugram  122022 ,"[28.48707027857066,77.08194374864051]",POWERGRID
3032,ashok ave west end greens rangpuri new delhi delhi 110038 ,"[28.525080469345866,77.11767418610809]",POWERGRID
3033,6 block e sector 56 gurugram  122011 ,"[28.419627556651545,77.09766936594596]",POWERGRID
3034, chehalka  122103 ,"[28.2581457847307,77.0131850688795]",POWERGRID
3035, 122102 ,"[28.314662334086588,77.06150732541444]",POWERGRID
3036,damdama lake abhepur  122102 ,"[28.297002182967255,77.13502996227936]",POWERGRID
3037, 122015 ,"[28.22533893754291,76.96526974153447]",POWERGRID
3038, alampur  121005 ,"[28.325590917294765,77.1968531655987]",POWERGRID
3039,  122103 ,"[28.213748278357563,77.07122623855722]",POWERGRID
3040,plot no. 3 sector 29 gurugram  122002 ,"[28.470399692781864,77.0715951270952]",POWERGRID
3041, balola bandhwari  122102 ,"[28.40634748960352,77.13890548528782]",POWERGRID
3042, sadhrana bamripur gurugram  122505 ,"[28.452821658976,76.91772580795057]",POWERGRID
3043,nh919 zakupur  122102 ,"[28.239423434968163,77.08837824176014]",POWERGRID
3044,  122102 ,"[28.339698017997986,77.1432557799912]",POWERGRID
3045,shivaji marg avenue bouganvillea rangpuri new delhi delhi 110038 ,"[28.5315117136794,77.11580896697473]",POWERGRID
3046, kharak tauru  122103 ,"[28.266361414860267,76.97547356739396]",POWERGRID
3047, ghatta kanarpur sector 58 gurugram  122005 ,"[28.42639033424451,77.1201659421543]",POWERGRID
3048,rithoj rd rithoj  122102 ,"[28.357169443269058,77.09269677857289]",POWERGRID
3049, sector 7 imt manesar gurugram  122051 ,"[28.37595065262281,76.91167958509772]",POWERGRID
3050, 122102 ,"[28.24621951023225,77.00429442502106]",POWERGRID
3051, mangar  121004 ,"[28.386040820540025,77.164842873678]",POWERGRID
3052, kanganheri delhi 110071 ,"[28.53426309892402,76.97928915014293]",POWERGRID
3053,maruti kunj rd nayagaon maruti kunj  122102 ,"[28.364550505260414,77.08411835809464]",POWERGRID
3054,gurugram sector 89 gurugram  122004 ,"[28.418485770584546,76.95041168939426]",POWERGRID
3055,crpf rd baharampur naya sector 61 gurugram  122005 ,"[28.403554008197872,77.09337447259108]",POWERGRID
3056, gurugram  122051 ,"[28.3359546962985,76.95548246433047]",POWERGRID
3057,padheni  ,"[28.224894221263618,76.99776528555599]",POWERGRID
3058,camp wild road  121005 ,"[28.384913868275547,77.18318496722556]",POWERGRID
3059,chandu triangle chandu - budhera village basai rd jhanjrola  124105 ,"[28.499325963158604,76.87634175704957]",POWERGRID
3060, mittal garden chhattarpur new delhi delhi 110030 ,"[28.506805545582974,77.18603865791582]",POWERGRID
3061,gurugram sector 5 imt manesar gurugram  122052 ,"[28.370125505085742,76.92070933748865]",POWERGRID
3062,damdama rd garhi bazidpur  122102 ,"[28.30607762119936,77.10147132776942]",POWERGRID
3063,3 institutional area sector 32 gurugram  122001 ,"[28.44681824806115,77.03794058365585]",POWERGRID
3064, bar gujjar  122051 ,"[28.35014516052431,76.9814311120858]",POWERGRID
3065,  122051 ,"[28.33732202178521,76.97922296413304]",POWERGRID
3066, sat bari new delhi delhi 110074 ,"[28.469580911602637,77.20894141369784]",POWERGRID
3067,damdama lake  122102 ,"[28.31868297121495,77.12195036340687]",POWERGRID
3068, sadhrana bamripur gurugram  122505 ,"[28.453939009361058,76.90125563013281]",POWERGRID
3069,mdr137 sanjay colony bhatti kalan new delhi  110074 ,"[28.411034089695423,77.21133529404372]",POWERGRID
3070, gurugram  122413 ,"[28.32086210224683,76.90074049647457]",POWERGRID
3071,western peripheral expy padheni  122103 ,"[28.218011496924657,76.99663712037304]",POWERGRID
3072,to shikohpur village sector 77 gurugram  122004 ,"[28.38871699265305,76.988523359586]",POWERGRID
3073, sherpur extention delhi 110073 ,"[28.556078705925078,76.92384905221591]",POWERGRID
3074,faridabd manger - dhauj rd  121004 ,"[28.354100752576176,77.2021551587321]",POWERGRID
3075,tethar  122102 ,"[28.294141395369387,77.18185034083051]",POWERGRID
3076,1031-1050 pocket a sector-a vasant kunj new delhi delhi 110070 ,"[28.516208211503656,77.1632826113922]",POWERGRID
3077,470 gate no. 2 sector 47 gurugram  122018 ,"[28.42841693573745,77.04716611121025]",POWERGRID
3078, sector 68 gurugram  122101 ,"[28.38580746220823,77.0459089384531]",POWERGRID
3079,tauru rd  122015 ,"[28.27850455428883,76.88198551882226]",POWERGRID
3080, budhera gurugram  122006 ,"[28.47900532604526,76.93241250583235]",POWERGRID
3081,s-17a/5 dlf phase 3 sector 24 gurugram  122010 ,"[28.487605281617384,77.11302099857559]",POWERGRID
3082,583 urban estate sector 7 gurugram  122001 ,"[28.468085994781383,77.00726780384662]",POWERGRID
3083,46c gurgaon sanjay gram colony gurugram  122001 ,"[28.477048188852816,77.04159261473784]",POWERGRID
3084,pataudi rd harsaru gurugram  122505 ,"[28.428814093668766,76.94452181766225]",POWERGRID
3085,3054 sector 23 near swiss cottage school palam farms gurugram delhi 110037 ,"[28.526267510391342,77.07222910180661]",POWERGRID
3086,mdr 133 kot  121005 ,"[28.319800790963733,77.17966149427359]",POWERGRID
3087, 122102 ,"[28.317229775880623,76.98345021687402]",POWERGRID
3088, 122102 ,"[28.32428283182039,76.97804880006136]",POWERGRID
3089, badusarai delhi 110071 ,"[28.529638487026332,76.99199899641467]",POWERGRID
3090,  122102 ,"[28.28115353869321,77.07162305176163]",POWERGRID
3091, chehalka  122103 ,"[28.272102705631738,77.01289219880549]",POWERGRID
3092,manger dera mandi new delhi  110074 ,"[28.40867198621187,77.19462775815445]",POWERGRID
3093, badshahpur sector 66 gurugram  122102 ,"[28.40170771129057,77.05777567228962]",POWERGRID
3094,  122102 ,"[28.363440429387477,77.13675908423086]",POWERGRID
3095, shikarpur gurugram delhi 110043 ,"[28.51639293752551,76.95937602982968]",POWERGRID
3096,western peripheral expy gurugram  122051 ,"[28.367392055557026,76.87506783301808]",POWERGRID
3097, 122102 ,"[28.337936892043334,77.13884292646807]",POWERGRID
3098,mdr137 sanjay colony bhatti kalan new delhi  110074 ,"[28.410956174202184,77.21198194773588]",POWERGRID
3099, hayatpur sector 93 gurugram  122051 ,"[28.41809788023274,76.93697310337079]",POWERGRID
3100, chehalka  122103 ,"[28.267392527822377,77.01250150235676]",POWERGRID
3101,vraksh 21 21 maulsari ave avenue bouganvillea rajokri new delhi delhi 110038 ,"[28.521018579755097,77.1073133711406]",POWERGRID
3102, badusarai delhi 110071 ,"[28.528066701531912,76.97378266526435]",POWERGRID
3103,a1 rosewood city ghasola sector 49 gurugram  122018 ,"[28.406580753011916,77.05522493666173]",POWERGRID
3104, 122102 ,"[28.33866885299828,77.05894518993352]",POWERGRID
3105, nurpur dhumaspur  121005 ,"[28.35522772912594,77.18975226551018]",POWERGRID
3106,dhanwapur road kherki majra dhankot gurugram  122006 ,"[28.487986524895934,76.96098003209477]",POWERGRID
3107,uer ii indira gandhi international airport new delhi delhi 110037 ,"[28.540902176233885,77.08247623215068]",POWERGRID
3108,damdama lake rd shahid smarak sohna  122102 ,"[28.255726782044942,77.0803724773339]",POWERGRID
3109,235 sector 1 pocket g sector 1 palam vihar gurugram  122017 ,"[28.51570907323262,77.0416876220105]",POWERGRID
3110, jainpur village delhi 110043 ,"[28.533813002089378,76.93675443218028]",POWERGRID
3111,  122101 ,"[28.37352217806707,77.02676152872098]",POWERGRID
3112,1111 sector 10 a gurugram  122001 ,"[28.44912884597822,77.00428045457845]",POWERGRID
3113, gothda mohbtabad  121004 ,"[28.39963142648666,77.21615445256539]",POWERGRID
3114,selakhari  121004 ,"[28.355203892263944,77.20498815067896]",POWERGRID
3115, garat pur bas  122103 ,"[28.323198246088193,77.00479275954329]",POWERGRID
3116,budhera gurugram  122505 ,"[28.49761869855473,76.94450063904509]",POWERGRID
3117,naharpur rd gurugram  122051 ,"[28.38521981374965,76.9401032839456]",POWERGRID
3118, 122102 ,"[28.339200451525304,77.13636488218766]",POWERGRID
3119,  122102 ,"[28.27341881733411,77.05710789905974]",POWERGRID
3120, sector 10 dwarka dwarka new delhi delhi 110075 ,"[28.579525621520542,77.05782376603766]",POWERGRID
3121,nasirpur rd mahavir enclave part 2 mahavir enclave new delhi delhi 110046 ,"[28.594998454503123,77.08878366321919]",POWERGRID
3122, sirohi  121005 ,"[28.317708798869866,77.19251384813053]",POWERGRID
3123,gali number 14 deenpur durga vihar ii najafgarh delhi 110043 ,"[28.589677872313885,76.98595238376087]",POWERGRID
3124,  122102 ,"[28.281636564793843,77.08437264575902]",POWERGRID
3125, kota khandeola bissar akbarpur  122103 ,"[28.316309701018078,76.97149388395741]",POWERGRID
3126, garat pur bas  122102 ,"[28.329099532810808,77.00675533490472]",POWERGRID
3127, 122102 ,"[28.326337644131076,77.1030326123356]",POWERGRID
3128, dera mandi new delhi  110074 ,"[28.40830905828232,77.17347887795897]",POWERGRID
3129,avenue 10 shanti kunj b block anand gram ghitorni new delhi delhi 110070 ,"[28.513410541973112,77.1336842076707]",POWERGRID
3130,sprint3  122005 ,"[28.372184289287596,77.14983043037489]",POWERGRID
3131,damdama lake  122102 ,"[28.30955736783218,77.13982068804782]",POWERGRID
3132,mkm market rd block g sushant lok 2 sector 57 gurugram  122413 ,"[28.42437816194697,77.08808334112459]",POWERGRID
3133, sector 92 dhorka  122051 ,"[28.403144218265915,76.90470027711271]",POWERGRID
3134,dharampur main road dharampur sector 108 gurugram  122006 ,"[28.515103235715255,76.97378958402894]",POWERGRID
3135,mdr 133  122102 ,"[28.28246582343532,77.16781634482355]",POWERGRID
3136,summer sprint kot  121005 ,"[28.349009480447037,77.16940834941262]",POWERGRID
3137,aklimpur - teekli rd sector 68 gurugram  122101 ,"[28.382234901640143,77.04269692628651]",POWERGRID
3138, sector 89a gurugram  122505 ,"[28.433883429221055,76.94125964269732]",POWERGRID
3139,near artimis hospatil  122413 ,"[28.29715884228338,76.87974578642576]",POWERGRID
3140, gurugram  122006 ,"[28.48646949825736,76.97046570635155]",POWERGRID
3141,sohna rural  ,"[28.262613979631496,77.03162613352633]",POWERGRID
3142, pandwalan kalan delhi 110043 ,"[28.5672637986452,76.95254727468638]",POWERGRID
3143, 122102 ,"[28.269714900255007,77.10128459813903]",POWERGRID
3144, 122103 ,"[28.210133761242208,77.00042072250868]",POWERGRID
3145, manesar gurugram  122101 ,"[28.34307542827499,76.94165179377678]",POWERGRID
3146,daulatabad link rd sector 103 gurugram  122006 ,"[28.49413686120076,76.98033099218722]",POWERGRID
3147,  122506 ,"[28.42959102747151,76.83947066810691]",POWERGRID
3148,avenue 12 shanti kunj b block anand gram rajokri new delhi delhi 110070 ,"[28.517192041152654,77.12543934842398]",POWERGRID
3149,225 tibri mohala dundahera village sector 20 gurugram  122008 ,"[28.514558315872,77.07954411234238]",POWERGRID
3150, patli hajipur  122505 ,"[28.41542720351875,76.88167900526291]",POWERGRID
3151,nh919 sancholi  122103 ,"[28.226438059641584,77.10947214980507]",POWERGRID
3152, sector 4 imt manesar gurugram  122051 ,"[28.370394664156887,76.91488995853422]",POWERGRID
3153, indira gandhi international airport new delhi delhi 110037 ,"[28.563345511255857,77.10760913286576]",POWERGRID
3154,  122102 ,"[28.323881028193206,76.97309485700363]",POWERGRID
3155, 122413 ,"[28.26727740725776,76.90001914565191]",POWERGRID
3156, binola  122413 ,"[28.311052128534758,76.87661085973237]",POWERGRID
3157, garhi harsaru gurugram  122505 ,"[28.449437601212946,76.94123390731725]",POWERGRID
3158,baluda  122102 ,"[28.246898618301646,77.10571847206903]",POWERGRID
3159, dera village dera mandi new delhi delhi 110074 ,"[28.444614112825647,77.18622799123966]",POWERGRID
3160,nh919 shikarpur  122103 ,"[28.221073396685636,76.97740817882959]",POWERGRID
3161,behind radha krishna mandir  chhawla roadi kanganheri delhi 110071 ,"[28.54205729176253,76.98436885134903]",POWERGRID
3162,249 sector 23 gurugram  122017 ,"[28.51045847714902,77.05068074197827]",POWERGRID
3163,36 sector 5 imt manesar gurugram  122052 ,"[28.36791603092896,76.92955155443455]",POWERGRID
3164, paprawat delhi 110043 ,"[28.57735766794138,76.97500097626806]",POWERGRID
3165,  122413 ,"[28.307620579756826,76.9183997895206]",POWERGRID
3166, behlpa  122102 ,"[28.33341175280415,77.12497623873071]",POWERGRID
3167,168 169 kharkhari  122103 ,"[28.21320369030651,76.98755600205158]",POWERGRID
3168, daryapur khurd village delhi 110073 ,"[28.547154657412857,76.91620712516044]",POWERGRID
3169,  122101 ,"[28.370669378571762,77.02582093937782]",POWERGRID
3170,ballabhgarh road near by tps school  ,"[28.23600499048866,77.11664690493465]",POWERGRID
3171,400-412 pocket a sector 13 dwarka delhi 110075 ,"[28.594749125973934,77.03473147913947]",POWERGRID
3172,raghopur main rd raghopur delhi  110071 ,"[28.522880195175738,76.99929639981491]",POWERGRID
3173, vasant kunj new delhi delhi 110070 ,"[28.509348857865607,77.1487526624283]",POWERGRID
3174,  122102 ,"[28.313945464831612,77.02213959038075]",POWERGRID
3175, sunthaka  122015 ,"[28.268187253071748,76.96456295733566]",POWERGRID
3176,crusher zone rd gothda mohbtabad  121012 ,"[28.403985642681196,77.2272711456411]",POWERGRID
3177,e-217 block e dharam colony palam vihar extension gurugram  122017 ,"[28.503238900772708,77.03654304799738]",POWERGRID
3178, sector 96 gurugram  122051 ,"[28.405495206441696,76.88862273229392]",POWERGRID
3179,gurgaon farukh nagar rd sultanpur gurugram  122006 ,"[28.463825524385605,76.8778606305653]",POWERGRID
3180,station rd shekhawati lines delhi cantonment new delhi delhi 110010 ,"[28.581690129590438,77.11449470083741]",POWERGRID
3181,golden gates rd harijan basti rajokri new delhi delhi 110038 ,"[28.519093531349824,77.11419855781038]",POWERGRID
3182,ashok ave west end greens rangpuri new delhi delhi 110038 ,"[28.5227584438918,77.11871375363368]",POWERGRID
3183,tatarpur rd  ,"[28.347544488589925,76.8618911752284]",POWERGRID
3184,jamalpur - ghoshgarh rd ghoshgarh  122503 ,"[28.35920252381851,76.83970649956417]",POWERGRID
3185,dhanwapur rd ram vihar sector 104 gurugram  122006 ,"[28.47763624390747,76.99792373032186]",POWERGRID
3186, 122102 ,"[28.294438507033203,77.06964583388901]",POWERGRID
3187,sh 15a khaintawas gurugram  122505 ,"[28.43710990989373,76.86280752099974]",POWERGRID
3188, bissar akbarpur  122015 ,"[28.310146468705813,76.97055749251673]",POWERGRID
3189,rangpuri rd west end greens rangpuri new delhi delhi 110038 ,"[28.535205302810613,77.11525928059343]",POWERGRID
3190,plot no 61 sec-18 gurugram  122015 ,"[28.491556846578657,77.04874905911362]",POWERGRID
3191, gangani  122102 ,"[28.317052050677415,77.00274580347497]",POWERGRID
3192,maindla  122103 ,"[28.222134762664083,77.02530051367634]",POWERGRID
3193,darbaripur rd sector 75a gurugram  122004 ,"[28.389510494449944,77.00002255256423]",POWERGRID
3194, 122103 ,"[28.205107793407365,77.00597939097732]",POWERGRID
3195, chehalka  122103 ,"[28.25988471008776,77.00893920450547]",POWERGRID
3196, bhora kalan  122413 ,"[28.303742479027107,76.8684816126392]",POWERGRID
3197,gangani  122102 ,"[28.318460252185407,76.99184332415108]",POWERGRID
3198,western peripheral expy sehsaula  122103 ,"[28.208997980013756,77.03113227677105]",POWERGRID
3199, sondh  122103 ,"[28.258561178751748,76.99242402230482]",POWERGRID
3200,  122101 ,"[28.36031805978059,77.0132068359248]",POWERGRID
3201, gurgaon sadhrana bamripur gurugram  122505 ,"[28.456146819019263,76.91673652955652]",POWERGRID
3202,10 sushant lok phase i sector 27 gurugram  122009 ,"[28.467557207182075,77.07796344124938]",POWERGRID
3203, raota delhi 110073 ,"[28.524805259210574,76.9118177711975]",POWERGRID
3204,gangani  122102 ,"[28.314146554247184,76.98710716092756]",POWERGRID
3205, mohammadpur gujar  122103 ,"[28.26868369717439,77.05415544404399]",POWERGRID
3206,110074 d block rajpur khurd village chhattarpur new delhi delhi 110074 ,"[28.493624781453583,77.19280516558005]",POWERGRID
3207,20 122022 phase 2 info technology park sector 33 gurugram  ,"[28.43517497353272,77.0183756238898]",POWERGRID
3208,98 fountain chowk police lines gurugram  122001 ,"[28.46283165070778,77.03540016164882]",POWERGRID
3209, sohna rural  122102 ,"[28.253748961408917,77.053138224529]",POWERGRID
3210, sector 113 bajghera gurugram  122017 ,"[28.52724229962109,77.02555140552066]",POWERGRID
3211,mdr 133 nimot  122102 ,"[28.265018201979007,77.15223350808776]",POWERGRID
3212,sh28 chehalka  122103 ,"[28.256377818328772,77.03774199575207]",POWERGRID
3213, chandla dungerwas  122413 ,"[28.305944246527023,76.89155216171648]",POWERGRID
3214, gothda mohbtabad  121004 ,"[28.381971274626153,77.22432136657984]",POWERGRID
3215,mdr 133 kot  121005 ,"[28.322202334106517,77.17245527531901]",POWERGRID
3216,sictar45 darukhedha kadarpur rd kadarpur  122005 ,"[28.381215458519183,77.10194655769614]",POWERGRID
3217,192 rewari - sohna rd tauru  122015 ,"[28.21196866110312,76.98684988904742]",POWERGRID
3218,pawta road gothda mohbtabad  121004 ,"[28.3767664418848,77.20415430431453]",POWERGRID
3219,lane number 7 maruti udyog sector 18 gurugram  122008 ,"[28.490298551623273,77.07531989079683]",POWERGRID
3220,41 imt manesar sector 3 gurugram  122051 ,"[28.361792563809388,76.91659471676627]",POWERGRID
3221,e-2189 gfansal esencia ramgarh sector 67 gurugram  122102 ,"[28.385316526128126,77.06580337457267]",POWERGRID
3222,a-6 staff quarter govt. polytechnic manesar nh 48 gurugram  122051 ,"[28.334210900821436,76.92978610647631]",POWERGRID
3223,gurugram kendriya vihar sector 56 gurugram  122011 ,"[28.42249832013166,77.09593262663417]",POWERGRID
3224,6 galli no 37 block h dlf phase 1 sector 26 gurugram  122002 ,"[28.47915737182969,77.09776651531713]",POWERGRID
3225, tethar  122102 ,"[28.301019706939904,77.16927427586339]",POWERGRID
3226, bamrauli  122103 ,"[28.274923031490946,76.97649259549766]",POWERGRID
3227,jamalpur - fazalwas rd  122051 ,"[28.37253910237733,76.84111797962811]",POWERGRID
3228,talab road dhanwanpur village sector 104 gurugram  122006 ,"[28.47479451672803,76.99104502732675]",POWERGRID
3229, mankrola gurugram  122006 ,"[28.507928536775633,76.92203468192395]",POWERGRID
3230,damdama lake  122102 ,"[28.31940276679282,77.13865810411052]",POWERGRID
3231,nirula marg palam farms new delhi delhi 110061 ,"[28.52515396458804,77.05537971630753]",POWERGRID
3232, gurugram  122051 ,"[28.34923147231,76.90729129788443]",POWERGRID
3233,sullar rd selakhari  121005 ,"[28.364812566093818,77.2069421002371]",POWERGRID
3234,hukam chand road deenpur dinpur lal dora extn dinpur lal dora extension najafgarh delhi 110043 ,"[28.59210965091131,76.99183099932502]",POWERGRID
3235, 121004 ,"[28.356933226586946,77.18590866118608]",POWERGRID
3236, mahipalpur new delhi delhi 110076 ,"[28.5526960170721,77.14226989181802]",POWERGRID
3237,  121004 ,"[28.31009422970996,77.19221790252267]",POWERGRID
3238, garhi harsaru gurugram  122505 ,"[28.45096511986339,76.94199112111124]",POWERGRID
3239, rewla khanpur delhi 110071 ,"[28.567944177932553,76.9803407893042]",POWERGRID
3240,village gaushala rd rajpur new delhi delhi 110068 ,"[28.48779756743418,77.19874142191145]",POWERGRID
3241,naurangpur rd naurangpur  122101 ,"[28.357858425336214,76.96690800270113]",POWERGRID
3242,g-26 a b & c vasant square mall new delhi - 110070 new delhi delhi 110070 ,"[28.525666839786034,77.15719348530261]",POWERGRID
3243,sehdev corporation # 801 kadarpur rd sector 67 gurugram  122102 ,"[28.39113017964138,77.06036257490706]",POWERGRID
